,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,Population of two or more races:,FRACTotal,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Calc Total (Not Latino)
"Vincennes, IN Micro Area",36282.0,1005.0,35277.0,34190.0,1087.0,1087.0,33551.183,837.433,318.183,227.167,315.183,27.85,35276.999
"Vineland-Bridgeton, NJ Metro Area",154152.0,53054.0,101098.0,95746.0,5352.0,5352.0,68007.933,27700.933,2271.767,1107.967,1951.267,58.133,101098.0
"Vineyard Haven, MA Micro Area",20600.0,534.0,20066.0,18121.0,1945.0,1945.0,17082.067,987.983,261.65,1389.333,317.067,27.9,20066.0
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1799674.0,134850.0,1664824.0,1565451.0,99373.0,99373.0,983190.1,554865.25,86262.533,16413.817,19615.65,4476.65,1664824.0
"Visalia, CA Metro Area",473117.0,309895.0,163222.0,152452.0,10770.0,10770.0,129953.35,6189.483,17378.4,3188.267,5712.35,800.15,163222.0
"Wabash, IN Micro Area",30976.0,897.0,30079.0,29154.0,925.0,925.0,29081.983,258.067,198.317,147.083,374.567,18.983,30079.0
"Waco, TX Metro Area",277547.0,72552.0,204995.0,195379.0,9616.0,9616.0,152874.817,41412.733,5651.067,1935.9,2863.9,256.583,204995.0
"Wahpeton, ND-MN Micro Area",23035.0,785.0,22250.0,21516.0,734.0,734.0,20980.0,258.167,170.333,107.333,705.5,28.667,22250.0
"Walla Walla, WA Metro Area",62584.0,14206.0,48378.0,45311.0,3067.0,3067.0,43954.667,1198.25,1308.917,643.417,999.417,273.333,48378.001
"Wapakoneta, OH Micro Area",46422.0,781.0,45641.0,44303.0,1338.0,1338.0,44280.75,394.75,305.5,204.583,405.25,50.167,45641.0
"Warner Robins, GA Metro Area",191614.0,14354.0,177260.0,168893.0,8367.0,8367.0,101952.417,65883.417,6086.333,1317.0,1784.667,236.167,177260.001
"Warren, PA Micro Area",38587.0,415.0,38172.0,36741.0,1431.0,1431.0,37006.167,230.5,221.167,338.5,363.0,12.667,38172.001
"Warrensburg, MO Micro Area",54013.0,2595.0,51418.0,48217.0,3201.0,3201.0,45937.367,2697.2,1079.117,460.833,982.617,260.867,51418.001
"Warsaw, IN Micro Area",80240.0,7492.0,72748.0,70389.0,2359.0,2359.0,69136.5,930.167,1483.0,458.0,702.667,37.667,72748.001
"Washington, IN Micro Area",33381.0,2103.0,31278.0,30581.0,697.0,697.0,30030.25,742.583,176.083,148.667,165.417,15.0,31278.0
"Washington, NC Micro Area",44652.0,3433.0,41219.0,40018.0,1201.0,1201.0,29965.167,10465.833,218.917,222.583,323.25,23.25,41219.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6385162.0,1094950.0,5290212.0,4989396.0,300816.0,300816.0,2828460.317,1594137.483,752526.55,68716.367,38768.533,7602.75,5290212.0
"Washington Court House, OH Micro Area",28951.0,681.0,28270.0,27094.0,1176.0,1176.0,26817.45,753.783,210.083,172.117,290.783,25.783,28269.999
"Waterloo-Cedar Falls, IA Metro Area",168461.0,7104.0,161357.0,155316.0,6041.0,6041.0,139182.667,15174.25,4079.75,935.0,1079.667,905.667,161357.001
"Watertown, SD Micro Area",34489.0,1027.0,33462.0,32585.0,877.0,877.0,31931.833,175.917,273.75,136.917,928.583,15.0,33462.0
"Watertown-Fort Atkinson, WI Micro Area",84900.0,7068.0,77832.0,75262.0,2570.0,2570.0,74570.417,1126.75,841.5,623.667,620.833,48.833,77832.0
"Watertown-Fort Drum, NY Metro Area",116721.0,7990.0,108731.0,102473.0,6258.0,6258.0,95645.767,7197.933,2563.35,1433.583,1521.85,368.517,108731.0
"Wauchula, FL Micro Area",25327.0,10604.0,14723.0,14242.0,481.0,481.0,12099.583,2196.417,185.583,75.833,158.917,6.667,14723.0
"Wausau-Weston, WI Metro Area",166428.0,4982.0,161446.0,156414.0,5032.0,5032.0,147932.633,1838.05,9027.467,987.283,1571.6,88.967,161446.0
"Waycross, GA Micro Area",55967.0,2610.0,53357.0,51686.0,1671.0,1671.0,39446.533,12679.367,478.533,275.517,447.767,29.283,53357.0
"Weatherford, OK Micro Area",28513.0,5384.0,23129.0,21320.0,1809.0,1809.0,19319.167,941.0,360.5,154.0,2337.0,17.333,23129.0
"Weirton-Steubenville, WV-OH Metro Area",116903.0,1870.0,115033.0,109604.0,5429.0,5429.0,106430.967,5547.133,686.217,1145.933,1161.383,61.367,115033.0
"Wenatchee, WA Metro Area",122012.0,36741.0,85271.0,80595.0,4676.0,4676.0,79783.25,598.083,1669.167,1200.417,1731.667,288.417,85271.001
"West Plains, MO Micro Area",39750.0,896.0,38854.0,36760.0,2094.0,2094.0,37003.417,272.917,281.5,311.583,954.417,30.167,38854.001
"West Point, MS Micro Area",18636.0,186.0,18450.0,18111.0,339.0,339.0,7342.833,10871.667,65.167,68.333,98.0,4.0,18450.0
"Wheeling, WV-OH Metro Area",139513.0,1825.0,137688.0,132061.0,5627.0,5627.0,129450.383,4852.717,928.05,1082.483,1307.467,66.9,137688.0
"Whitewater, WI Micro Area",106478.0,12550.0,93928.0,90779.0,3149.0,3149.0,89625.917,1452.917,1235.833,797.833,784.917,30.583,93928.0
"Wichita, KS Metro Area",647610.0,91517.0,556093.0,518890.0,37203.0,37203.0,456843.883,53228.717,26301.383,4829.417,13928.55,961.05,556093.0
"Wichita Falls, TX Metro Area",148128.0,27186.0,120942.0,113959.0,6983.0,6983.0,99228.967,14493.367,3213.9,1037.567,2736.133,232.067,120942.001
"Williamsport, PA Metro Area",114188.0,2374.0,111814.0,106883.0,4931.0,4931.0,102023.867,6631.2,1142.7,886.783,1069.7,59.75,111814.0
"Williston, ND Micro Area",40950.0,3897.0,37053.0,34801.0,2252.0,2252.0,31844.417,2201.917,737.583,345.333,1796.25,127.5,37053.0
"Willmar, MN Micro Area",43732.0,5916.0,37816.0,36757.0,1059.0,1059.0,33809.417,2716.667,652.417,301.583,285.25,50.667,37816.001
"Wilmington, NC Metro Area",285905.0,22282.0,263623.0,252152.0,11471.0,11471.0,216816.567,36311.65,4813.733,2253.5,3081.733,345.817,263623.0
"Wilmington, OH Micro Area",42018.0,765.0,41253.0,39538.0,1715.0,1715.0,39061.667,1114.167,278.833,314.833,463.833,19.667,41253.0
"Wilson, NC Micro Area",78784.0,9024.0,69760.0,67354.0,2406.0,2406.0,37082.95,30521.7,1049.783,410.667,662.45,32.45,69760.0
"Winchester, VA-WV Metro Area",142632.0,15821.0,126811.0,120906.0,5905.0,5905.0,113806.0,7612.833,2861.417,1131.167,1293.583,106.0,126811.0
"Winfield, KS Micro Area",34549.0,3971.0,30578.0,28469.0,2109.0,2109.0,27239.033,1107.4,585.15,202.367,1235.65,208.4,30578.0
"Winnemucca, NV Micro Area",17285.0,4511.0,12774.0,12117.0,657.0,657.0,11338.533,175.0,206.783,270.867,742.2,40.617,12774.0
"Winona, MN Micro Area",49671.0,1889.0,47782.0,46211.0,1571.0,1571.0,44918.0,1118.5,1078.583,327.083,315.917,23.917,47782.0
"Winston-Salem, NC Metro Area",675966.0,77803.0,598163.0,573900.0,24263.0,24263.0,453241.833,119332.45,13789.95,4214.783,7087.2,496.783,598162.999
"Wisconsin Rapids-Marshfield, WI Micro Area",74207.0,2376.0,71831.0,69752.0,2079.0,2079.0,68055.083,812.833,1513.25,441.5,954.083,54.25,71830.999
"Woodward, OK Micro Area",24219.0,3346.0,20873.0,19736.0,1137.0,1137.0,19116.5,451.0,175.75,148.167,965.75,15.833,20873.0
"Wooster, OH Micro Area",116894.0,2755.0,114139.0,110092.0,4047.0,4047.0,108866.75,2319.583,1129.583,723.417,1034.0,65.667,114139.0
"Worcester, MA-CT Metro Area",978529.0,126361.0,852168.0,809002.0,43166.0,43166.0,722987.383,51479.217,51684.05,18902.083,6611.55,503.717,852168.0
"Worthington, MN Micro Area",22290.0,7271.0,15019.0,14603.0,416.0,416.0,12336.667,1031.667,1402.0,80.5,121.167,47.0,15019.001
"Yakima, WA Metro Area",256728.0,130049.0,126679.0,118704.0,7975.0,7975.0,107291.533,2330.017,3506.1,1879.317,11285.5,386.533,126679.0
"Yankton, SD Micro Area",23310.0,1234.0,22076.0,21324.0,752.0,752.0,20547.917,396.833,157.083,119.5,841.75,12.917,22076.0
"Yauco, PR Metro Area",86142.0,85665.0,477.0,436.0,41.0,41.0,344.0,47.333,26.167,49.167,5.333,5.0,477.0
"York-Hanover, PA Metro Area",456438.0,39360.0,417078.0,400204.0,16874.0,16874.0,373269.25,28867.583,7793.25,3342.0,3562.667,243.25,417078.0
"Youngstown-Warren-Boardman, OH-PA Metro Area",541243.0,19881.0,521362.0,498903.0,22459.0,22459.0,446255.017,61097.017,4673.85,4370.717,4726.433,238.967,521362.001
"Yuba City, CA Metro Area",181208.0,55088.0,126120.0,114935.0,11185.0,11185.0,88173.683,5683.183,25033.083,1984.033,4295.5,950.517,126119.999
"Yuma, AZ Metro Area",203881.0,130003.0,73878.0,69653.0,4225.0,4225.0,63051.567,3910.983,2772.483,1193.35,2610.167,339.45,73878.0
"Zanesville, OH Micro Area",86410.0,1055.0,85355.0,80840.0,4515.0,4515.0,79080.95,4102.117,488.45,691.333,965.95,26.2,85355.0
"Zapata, TX Micro Area",13889.0,12999.0,890.0,844.0,46.0,46.0,814.75,12.917,20.75,22.5,16.167,2.917,890.001
United States,331449281.0,62080044.0,269369237.0,255820254.0,13548983.0,13548983.0,197642570.867,42004368.717,21297276.083,3109051.95,4383072.0,932897.383,269369237.0
