,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,state_name,PopEstimate2020,PopEstimate2021,city/state
112,2019-03-14,shot,gun,27,M,None,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,-122.31,47.303,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Federal Way, WA"
113,2019-03-19,shot,gun,29,M,Hispanic,Kittitas,WA,FALSE,attack,Car,FALSE,-120.419,46.986,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Kittitas, WA"
114,2019-04-16,shot,sword,42,M,White,Montesano,WA,TRUE,other,Not fleeing,FALSE,-123.594,46.981,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Montesano, WA"
115,2019-05-04,shot,unarmed,25,M,White,Spokane,WA,TRUE,other,Foot,FALSE,-117.238,47.683,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Spokane, WA"
116,2019-05-09,shot,knife,31,M,Black,Seattle,WA,TRUE,attack,Not fleeing,TRUE,-122.331,47.603,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Seattle, WA"
117,2019-05-20,shot,knife,26,M,Black,Auburn,WA,FALSE,attack,Not fleeing,FALSE,-122.214,47.243,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Auburn, WA"
118,2019-05-31,shot,unarmed,26,M,Asian,Auburn,WA,TRUE,other,Not fleeing,FALSE,-122.214,47.295,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Auburn, WA"
119,2019-06-15,shot,knife,20,M,Black,Renton,WA,TRUE,attack,unknown,FALSE,-122.207,47.481,18-24,15-19,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Renton, WA"
120,2019-06-15,shot,knife,38,M,Hispanic,Toppenish,WA,FALSE,other,Not fleeing,FALSE,-120.306,46.382,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Toppenish, WA"
121,2019-06-18,shot,knife,18,M,Hispanic,Centralia,WA,FALSE,other,Not fleeing,FALSE,-122.941,46.73,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Centralia, WA"
122,2019-07-03,shot,screwdriver,39,M,Native,Poulsbo,WA,TRUE,other,Not fleeing,FALSE,-122.648,47.735,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Poulsbo, WA"
123,2019-07-13,shot,gun,69,M,White,Tacoma,WA,TRUE,other,Not fleeing,FALSE,-122.421,47.249,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Tacoma, WA"
124,2019-07-13,shot,unarmed,35,M,Hispanic,Kirkland,WA,FALSE,attack,Not fleeing,FALSE,-122.197,47.704,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Kirkland, WA"
125,2019-07-21,shot,gun,28,M,Black,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,-122.438,47.221,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Tacoma, WA"
126,2019-08-16,shot,gun,36,M,None,Spokane Valley,WA,FALSE,attack,Car,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane Valley, WA"
127,2019-09-08,shot,gun,51,M,None,Longview,WA,TRUE,attack,Not fleeing,FALSE,-122.95,46.123,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Longview, WA"
128,2019-09-08,shot,toy weapon,24,M,Black,Tacoma,WA,FALSE,undetermined,Foot,FALSE,-122.409,47.233,18-24,20-24,18-24,18-24,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,Washington,7718785,7738692,"Tacoma, WA"
129,2019-09-09,shot,gun,41,M,White,Aberdeen,WA,FALSE,attack,Foot,FALSE,-123.824,46.97,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Aberdeen, WA"
130,2019-10-23,shot,gun,61,M,White,Spokane,WA,TRUE,attack,Not fleeing,FALSE,-117.361,47.69,60-65,60-65,55-65,55-60,60-70,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
131,2019-11-03,shot,knife,56,M,White,Parkland,WA,TRUE,other,Not fleeing,TRUE,-122.438,47.152,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Parkland, WA"
132,2019-11-09,shot,knife,44,M,White,Everett,WA,TRUE,other,Not fleeing,FALSE,-122.232,47.886,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Everett, WA"
133,2019-11-18,shot,vehicle,28,M,Black,Franklin County,WA,FALSE,attack,Car,FALSE,-119.177,46.664,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Franklin County, WA"
134,2019-11-22,shot,vehicle,36,M,White,Black Diamond,WA,FALSE,attack,Not fleeing,FALSE,-121.925,47.286,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Black Diamond, WA"
135,2019-11-29,shot,undetermined,36,M,White,Eatonville,WA,FALSE,other,Car,FALSE,-122.359,46.908,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Eatonville, WA"
136,2019-12-12,shot,toy weapon,43,M,White,Renton,WA,FALSE,other,Not fleeing,FALSE,-122.186,47.452,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,Washington,7718785,7738692,"Renton, WA"
137,2019-12-14,shot,knife,18,M,Hispanic,Pasco,WA,FALSE,attack,Not fleeing,FALSE,-119.112,46.245,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Pasco, WA"
138,2019-12-31,shot,gun,23,M,Black,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,-122.316,47.322,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Federal Way, WA"
139,2020-01-10,tasered and shot,unarmed,25,M,Asian,Spokane,WA,FALSE,other,Car,FALSE,-117.422,47.72,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Spokane, WA"
140,2020-01-21,tasered and shot,knife,60,M,Asian,Lacey,WA,FALSE,attack,Not fleeing,FALSE,-122.768,47.038,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Lacey, WA"
141,2020-02-09,shot,gun,45,M,White,Kennewick,WA,FALSE,attack,Foot,FALSE,-119.126,46.218,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Kennewick, WA"
142,2020-02-28,shot,gun,22,M,Hispanic,Moses Lake,WA,FALSE,attack,Other,FALSE,-119.317,47.144,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Moses Lake, WA"
143,2020-03-03,shot,gun,39,M,White,Riverside,WA,FALSE,attack,unknown,FALSE,-119.506,48.503,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Riverside, WA"
144,2020-03-24,shot,vehicle,32,F,White,Shelton,WA,FALSE,attack,Car,FALSE,-122.958,47.333,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Shelton, WA"
145,2020-04-07,shot,gun and vehicle,37,M,None,Eatonville,WA,TRUE,attack,Car,FALSE,-122.359,46.96,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Eatonville, WA"
146,2020-04-11,shot,machete,48,M,None,Ritzville,WA,TRUE,other,Not fleeing,FALSE,-118.366,47.118,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Ritzville, WA"
147,2020-04-28,tasered and shot,sharp object,50,M,White,Vancouver,WA,FALSE,attack,Not fleeing,FALSE,-122.617,45.641,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Vancouver, WA"
148,2020-05-01,shot,unarmed,24,M,Black,Seattle,WA,FALSE,attack,Foot,TRUE,-122.332,47.606,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Seattle, WA"
149,2020-05-01,shot,gun,26,M,Black,Lakewood,WA,FALSE,attack,Not fleeing,FALSE,-122.522,47.176,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Lakewood, WA"
150,2020-05-06,shot,knife,20,M,White,Renton,WA,TRUE,other,unknown,FALSE,-122.187,47.501,18-24,15-19,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Renton, WA"
151,2020-05-17,shot,gun,25,M,Hispanic,Pasco,WA,FALSE,attack,unknown,FALSE,-119.072,46.234,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Pasco, WA"
152,2020-05-19,tasered and shot,knife,57,M,Black,Seattle,WA,FALSE,undetermined,Foot,TRUE,-122.352,47.614,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Seattle, WA"
153,2020-07-16,shot,knife,23,M,White,Shoreline,WA,FALSE,other,Foot,FALSE,-122.353,47.756,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Shoreline, WA"
154,2020-07-29,shot,knife,25,M,Hispanic,Bothell,WA,TRUE,other,Not fleeing,FALSE,-122.207,47.791,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Bothell, WA"
155,2020-08-04,shot,unarmed,36,M,White,Port Orchard,WA,TRUE,undetermined,Not fleeing,FALSE,-122.663,47.527,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Port Orchard, WA"
156,2020-08-09,shot,gun,39,M,None,Graham,WA,FALSE,attack,Not fleeing,FALSE,-122.24,47.03,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Graham, WA"
157,2020-09-03,shot,gun,48,M,White,Lacey,WA,FALSE,other,Not fleeing,FALSE,-122.823,47.036,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Lacey, WA"
158,2020-09-11,shot,gun,31,M,None,Spokane,WA,FALSE,attack,Car,FALSE,-117.319,47.664,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
159,2020-09-19,shot,unarmed,32,M,White,Auburn,WA,TRUE,undetermined,Not fleeing,FALSE,-122.222,47.301,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Auburn, WA"
160,2020-09-20,shot,gun,39,F,White,Redmond,WA,FALSE,other,Not fleeing,FALSE,-122.127,47.68,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Redmond, WA"
161,2020-09-24,shot,gun,43,M,White,Airway Heights,WA,FALSE,undetermined,Not fleeing,TRUE,-117.539,47.644,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Airway Heights, WA"
162,2020-10-02,shot,gun,33,M,Hispanic,Longview,WA,FALSE,other,Foot,FALSE,-122.938,46.138,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Longview, WA"
163,2020-10-04,shot,knife,41,M,None,Vancouver,WA,TRUE,other,Not fleeing,FALSE,-122.65,45.64,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Vancouver, WA"
164,2020-10-29,shot,gun,21,M,Black,Hazel Dell,WA,FALSE,other,Foot,FALSE,-122.663,45.672,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Hazel Dell, WA"
165,2020-11-01,shot,gun,30,M,None,Puyallup,WA,FALSE,undetermined,Not fleeing,FALSE,-122.263,47.175,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Puyallup, WA"
166,2020-11-04,shot,gun,60,M,White,Kent,WA,TRUE,attack,Foot,TRUE,-122.169,47.419,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Kent, WA"
167,2020-11-09,shot,gun,22,M,None,Renton,WA,TRUE,attack,Not fleeing,FALSE,-122.208,47.48,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Renton, WA"
168,2020-11-22,shot,vehicle,41,M,White,Spokane Valley,WA,FALSE,attack,Car,FALSE,-117.261,47.657,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Spokane Valley, WA"
169,2020-12-17,shot,gun,37,M,None,Auburn,WA,FALSE,attack,Foot,FALSE,-122.205,47.305,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Auburn, WA"
170,2020-12-27,shot,gun,40,M,White,Lewiston,WA,FALSE,other,Not fleeing,FALSE,-116.928,46.37,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Lewiston, WA"
171,2021-01-05,shot,gun,36,M,White,Spokane,WA,FALSE,attack,unknown,FALSE,-117.436,47.704,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
172,2021-01-25,shot,knife,50,M,White,Graham,WA,FALSE,other,unknown,FALSE,-122.298,47.081,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Graham, WA"
173,2021-02-04,shot,unarmed,30,M,Black,Hazel Dell,WA,FALSE,attack,Not fleeing,FALSE,-122.67,45.671,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Washington,7718785,7738692,"Hazel Dell, WA"
174,2021-02-09,shot,gun,45,M,Black,Seattle,WA,FALSE,attack,unknown,TRUE,-122.302,47.589,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Seattle, WA"
175,2021-02-16,shot,knife,44,M,White,Seattle,WA,TRUE,other,Foot,TRUE,-122.34,47.605,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Seattle, WA"
176,2021-06-25,shot,vehicle,36,M,None,Fife,WA,FALSE,other,Car,FALSE,-122.342,47.239,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Fife, WA"
177,2021-08-05,shot,gun,22,M,None,Seattle,WA,FALSE,attack,Not fleeing,TRUE,-122.361,47.514,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Seattle, WA"
178,2021-09-04,shot,gun,25,M,None,Lakewood,WA,FALSE,attack,unknown,FALSE,-122.537,47.121,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Lakewood, WA"
179,2021-10-17,shot,gun,28,M,None,Vancouver,WA,FALSE,attack,Car,FALSE,-122.548,45.658,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Vancouver, WA"
180,2021-11-08,shot,gun,36,M,None,Renton,WA,FALSE,other,Not fleeing,FALSE,-122.223,47.474,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Renton, WA"
181,2021-11-16,shot,undetermined,33,M,None,North Bend,WA,FALSE,attack,unknown,FALSE,,,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"North Bend, WA"
182,2021-12-10,shot,gun,43,M,None,Spokane,WA,FALSE,attack,Foot,FALSE,,,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
183,2021-12-27,shot,gun,36,M,None,Algona,WA,FALSE,attack,Not fleeing,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Algona, WA"
184,2022-01-09,shot,knife,45,M,None,Vancouver,WA,FALSE,other,unknown,FALSE,,,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Vancouver, WA"
185,2022-01-16,shot,undetermined,22,M,None,Puyallup,WA,FALSE,undetermined,Not fleeing,FALSE,,,18-24,20-24,18-24,18-24,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Puyallup, WA"
186,2022-01-20,shot,gun,34,M,None,Lacey,WA,FALSE,attack,Not fleeing,FALSE,,,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Lacey, WA"
187,2022-01-24,shot,knife,23,M,None,Spokane,WA,FALSE,other,Not fleeing,FALSE,,,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Spokane, WA"
188,2022-01-27,shot,vehicle,39,M,None,Parkland,WA,FALSE,attack,unknown,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Parkland, WA"
189,2022-01-29,shot,gun,52,M,White,Battle Ground,WA,FALSE,other,Not fleeing,FALSE,,,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Battle Ground, WA"
190,2022-02-11,shot,undetermined,36,M,None,Puyallup,WA,FALSE,undetermined,unknown,FALSE,,,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Puyallup, WA"
191,2022-02-16,shot,vehicle,51,M,None,Sedro-Woolley,WA,FALSE,other,Car,FALSE,-122.211,48.522,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Sedro-Woolley, WA"
192,2022-02-18,shot,sharp object,32,M,None,Chehalis,WA,FALSE,attack,Foot,FALSE,,,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Chehalis, WA"
193,2022-02-24,shot,undetermined,31,M,None,Tacoma,WA,FALSE,other,unknown,TRUE,-122.435,47.252,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Tacoma, WA"
194,2022-03-05,shot,gun and vehicle,36,M,None,Seattle,WA,FALSE,attack,unknown,TRUE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Seattle, WA"
195,2022-03-13,shot,knife,30,M,None,Pasco,WA,FALSE,other,Not fleeing,FALSE,,,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Pasco, WA"
196,2022-03-15,shot,gun,40,M,White,Spanaway,WA,FALSE,attack,unknown,FALSE,-122.435,47.084,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spanaway, WA"
197,2022-03-16,shot,unknown weapon,37,M,White,Tacoma,WA,FALSE,other,unknown,FALSE,-122.486,47.217,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Tacoma, WA"
198,2022-03-16,shot,gun,36,M,None,Seattle,WA,FALSE,attack,Car,TRUE,-122.288,47.552,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Seattle, WA"
199,2022-04-22,shot,knife,42,M,None,Edmonds,WA,TRUE,other,Not fleeing,FALSE,-122.358,47.779,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Edmonds, WA"
200,2022-05-04,shot,undetermined,31,M,None,Federal Way,WA,FALSE,other,Car,FALSE,-122.316,47.317,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Federal Way, WA"
201,2022-05-07,shot,gun,36,M,None,Wenatchee,WA,FALSE,attack,unknown,FALSE,-120.314,47.424,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Wenatchee, WA"
202,2022-06-01,shot,knife,27,M,None,Kent,WA,FALSE,other,Not fleeing,FALSE,-122.213,47.46,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Kent, WA"
203,2022-06-04,shot,undetermined,32,M,None,Wenatchee,WA,FALSE,other,Foot,FALSE,-120.346,47.421,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Wenatchee, WA"
204,2022-06-13,shot,gun,27,M,Asian,Kent,WA,FALSE,other,unknown,FALSE,-122.301,47.374,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Kent, WA"
205,2022-08-03,shot,gun,39,M,None,Spokane,WA,FALSE,attack,Car,TRUE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
206,2022-08-06,shot,gun,26,M,None,Yakima County,WA,FALSE,attack,Other,FALSE,-120.262,46.447,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Yakima County, WA"
207,2022-08-21,shot,vehicle,36,M,None,Spokane,WA,FALSE,other,Not fleeing,TRUE,-117.383,47.719,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Washington,7718785,7738692,"Spokane, WA"
208,2022-08-22,shot,knife,37,M,None,Olympia,WA,TRUE,attack,unknown,FALSE,-122.844,47.047,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Olympia, WA"
209,2022-08-28,shot,gun,36,M,None,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,-122.492,47.196,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Tacoma, WA"
210,2022-09-04,shot,gun,36,M,None,Spokane,WA,FALSE,other,Not fleeing,TRUE,-117.372,47.702,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
211,2022-09-04,shot,knife,54,M,None,Federal Way,WA,FALSE,other,Not fleeing,FALSE,-122.304,47.335,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,Washington,7718785,7738692,"Federal Way, WA"
212,2022-09-10,shot,undetermined,36,M,None,Burien,WA,FALSE,other,Other,FALSE,-122.309,47.491,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Washington,7718785,7738692,"Burien, WA"
213,2022-09-22,shot,gun and vehicle,36,M,None,Wapato,WA,FALSE,attack,Other,FALSE,-120.398,46.425,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Wapato, WA"
214,2022-09-22,shot,gun,36,M,None,Sequim,WA,FALSE,attack,Not fleeing,FALSE,-123.135,48.083,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Sequim, WA"
215,2022-09-23,shot,gun,49,M,None,Brinnon,WA,FALSE,other,unknown,FALSE,-122.896,47.699,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Brinnon, WA"
216,2022-10-13,shot,gun,36,M,None,Spokane,WA,FALSE,attack,unknown,FALSE,-117.614,48.052,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Washington,7718785,7738692,"Spokane, WA"
217,2015-01-02,shot,gun,47,M,White,Aloha,OR,FALSE,attack,Not fleeing,FALSE,-122.892,45.487,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,Oregon,4241544,4246155,"Aloha, OR"
218,2015-02-15,shot,hatchet,34,M,White,Colton,OR,TRUE,other,Not fleeing,FALSE,-122.437,45.175,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Oregon,4241544,4246155,"Colton, OR"
