,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,state_name,PopEstimate2020,PopEstimate2021,city/state,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
5654,2021-02-05,shot,gun,43,M,Black,Pine Hills,FL,FALSE,attack,Not fleeing,TRUE,-81.463,28.589,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Pine Hills, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5655,2021-02-12,shot,gun,37,M,None,Coral Gables,FL,FALSE,attack,unknown,FALSE,-80.284,25.726,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Coral Gables, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5656,2021-02-16,shot,gun,51,M,Hispanic,Miami,FL,FALSE,other,Not fleeing,FALSE,-80.2,25.849,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Miami, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5657,2021-02-21,shot,gun,37,M,Black,Jacksonville,FL,FALSE,other,Foot,FALSE,-81.624,30.251,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Jacksonville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5658,2021-02-27,shot,gun,32,M,Black,Clay County,FL,FALSE,attack,unknown,FALSE,-81.751,30.162,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Clay County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5659,2021-03-05,shot,gun,37,M,None,Gainesville,FL,FALSE,attack,unknown,FALSE,-82.268,29.63,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Gainesville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5660,2021-03-07,shot,gun,35,M,Black,Lakeland,FL,FALSE,attack,Not fleeing,FALSE,-81.942,28.113,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Lakeland, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5661,2021-03-11,shot,gun,49,M,White,Cape Coral,FL,FALSE,attack,Not fleeing,FALSE,-82.029,26.67,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Cape Coral, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5662,2021-03-14,shot,gun,28,M,Black,Palm Bay,FL,FALSE,attack,Foot,FALSE,-80.613,28.009,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Palm Bay, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5663,2021-03-17,shot,gun,37,M,None,Pensacola,FL,FALSE,other,Not fleeing,FALSE,-87.143,30.333,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Pensacola, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5664,2021-03-18,shot,gun,50,M,Black,Miami,FL,TRUE,attack,Other,FALSE,-80.352,25.607,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Miami, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5665,2021-03-20,shot,gun,79,M,White,Hudson,FL,TRUE,other,Not fleeing,TRUE,-82.66,28.398,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Hudson, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5666,2021-03-24,shot,gun,57,M,White,Port Salerno,FL,FALSE,attack,Not fleeing,FALSE,,,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Port Salerno, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5667,2021-03-27,shot,knife,49,M,White,Hudson,FL,FALSE,attack,Not fleeing,FALSE,,,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Hudson, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5668,2021-03-30,shot,Taser,32,M,Black,Jacksonville,FL,FALSE,attack,Not fleeing,TRUE,-81.743,30.197,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Jacksonville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5669,2021-04-06,shot,gun,40,F,White,Miami,FL,FALSE,attack,Not fleeing,FALSE,-80.196,25.762,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Miami, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5670,2021-04-08,shot,gun,37,M,None,Tallahassee,FL,FALSE,attack,Not fleeing,TRUE,-84.317,30.452,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Tallahassee, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5671,2021-04-15,shot,knife,26,M,White,North Lauderdale,FL,TRUE,other,Not fleeing,FALSE,-80.222,26.207,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"North Lauderdale, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5672,2021-04-17,tasered and shot,gun,52,M,Black,Winter Haven,FL,FALSE,other,Not fleeing,FALSE,-81.68,28.009,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Winter Haven, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5673,2021-05-11,shot,knife,27,M,Hispanic,Boynton Beach,FL,FALSE,other,unknown,FALSE,-80.092,26.552,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Boynton Beach, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5674,2021-05-28,shot,gun,37,M,White,Jacksonville,FL,FALSE,attack,unknown,TRUE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Jacksonville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5675,2021-06-16,shot,toy weapon,37,M,White,Alford,FL,TRUE,attack,Not fleeing,FALSE,-85.398,30.658,TRUE,35-39,35-39,35-44,35-39,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Florida,21569932,21781128,"Alford, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5676,2021-07-04,shot,gun,40,M,Black,Tampa,FL,FALSE,attack,Foot,TRUE,-82.401,27.978,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Tampa, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5677,2021-07-12,shot,gun,22,M,White,Escambia County,FL,FALSE,attack,Not fleeing,TRUE,-87.235,30.442,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Escambia County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5678,2021-07-20,shot,knife,37,M,None,Davenport,FL,FALSE,attack,Not fleeing,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Davenport, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5679,2021-07-31,shot,knife,39,M,None,Yulee,FL,TRUE,other,Not fleeing,FALSE,-81.539,30.67,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Yulee, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5680,2021-08-12,shot,gun,73,M,None,Orlando,FL,TRUE,other,Not fleeing,TRUE,-81.345,28.431,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Orlando, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5681,2021-08-26,shot,gun,26,M,None,Sanford,FL,FALSE,attack,Not fleeing,FALSE,-81.294,28.821,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Sanford, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5682,2021-08-30,shot,vehicle,36,F,White,Coconut Creek,FL,FALSE,other,unknown,FALSE,-80.183,26.317,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Coconut Creek, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5683,2021-08-30,shot,toy weapon,48,F,White,Miami Shores,FL,TRUE,other,Not fleeing,FALSE,-80.195,25.862,TRUE,45-49,45-49,45-54,45-49,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Florida,21569932,21781128,"Miami Shores, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5684,2021-08-30,shot,gun,38,M,Black,West Melbourne,FL,FALSE,attack,Not fleeing,FALSE,-80.653,28.079,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"West Melbourne, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5685,2021-09-07,shot,gun,32,M,White,Clearwater,FL,FALSE,other,Not fleeing,FALSE,-82.748,28.005,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Clearwater, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5686,2021-09-23,shot,gun,39,M,White,Newberry,FL,FALSE,attack,Car,FALSE,-82.607,29.639,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Newberry, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5687,2021-10-04,shot,gun,50,M,White,St. Petersburg,FL,FALSE,other,unknown,FALSE,-82.685,27.774,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"St. Petersburg, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5688,2021-10-16,shot,toy weapon,17,M,White,Tarpon Springs,FL,FALSE,attack,Not fleeing,FALSE,-82.757,28.148,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Florida,21569932,21781128,"Tarpon Springs, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5689,2021-10-16,shot,knife,30,M,White,Estero,FL,FALSE,attack,unknown,FALSE,-81.783,26.433,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Estero, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5690,2021-10-17,shot,knife,33,M,Black,West Palm Beach,FL,FALSE,attack,Not fleeing,FALSE,-80.06,26.692,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"West Palm Beach, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5691,2021-10-19,shot,gun,37,M,White,Pensacola,FL,FALSE,attack,Not fleeing,FALSE,-87.254,30.418,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Pensacola, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5692,2021-10-22,shot,gun,25,M,White,Doral,FL,FALSE,attack,Car,FALSE,-80.345,25.797,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Doral, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5693,2021-10-25,shot,vehicle,37,M,Black,Miami,FL,FALSE,other,unknown,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Miami, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5694,2021-11-11,shot,shovel,24,F,None,Polk County,FL,FALSE,other,Not fleeing,FALSE,,,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Polk County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5695,2021-11-15,shot,gun,37,M,None,Ocala,FL,FALSE,other,Not fleeing,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Ocala, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5696,2021-11-28,shot,vehicle,37,M,None,Coral Gables,FL,FALSE,attack,Car,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Coral Gables, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5697,2021-11-28,shot,gun,61,M,None,Lakeland,FL,FALSE,other,Not fleeing,FALSE,,,TRUE,60-65,60-65,55-65,55-60,60-70,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Lakeland, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5698,2021-12-03,shot,scissors,18,M,None,Melbourne,FL,TRUE,attack,Not fleeing,FALSE,,,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Melbourne, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5699,2021-12-07,shot,gun,88,M,None,Riverview,FL,FALSE,other,unknown,TRUE,,,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Riverview, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5700,2021-12-26,shot,unarmed,40,M,Black,Titusville,FL,FALSE,attack,Foot,TRUE,,,TRUE,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,Florida,21569932,21781128,"Titusville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5701,2021-12-30,shot,gun,28,M,Black,Pine Hills,FL,FALSE,other,Not fleeing,FALSE,,,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Pine Hills, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5702,2022-02-09,shot,gun,36,M,Asian,Daytona Beach,FL,FALSE,other,Not fleeing,TRUE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Daytona Beach, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5703,2022-02-19,shot,unarmed,39,M,Black,Winter Park,FL,TRUE,attack,Not fleeing,TRUE,,,TRUE,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,Florida,21569932,21781128,"Winter Park, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5704,2022-02-20,shot,unarmed,38,M,None,Margate,FL,FALSE,attack,Not fleeing,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,Florida,21569932,21781128,"Margate, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5705,2022-03-01,shot,gun,26,M,Black,Jacksonville,FL,FALSE,attack,Foot,FALSE,-81.752,30.306,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Jacksonville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5706,2022-03-08,shot,undetermined,34,M,Black,Miami,FL,FALSE,attack,unknown,TRUE,-80.213,25.84,TRUE,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Florida,21569932,21781128,"Miami, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5707,2022-03-11,shot,knife,37,M,None,Miami-Dade County,FL,FALSE,other,Car,FALSE,-80.307,25.942,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Miami-Dade County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5708,2022-03-17,shot,gun,37,M,None,Lehigh Acres,FL,FALSE,attack,unknown,FALSE,-81.714,26.582,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Lehigh Acres, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5709,2022-03-24,shot,gun,23,M,Black,Broward County,FL,FALSE,other,Other,FALSE,-80.178,26.121,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Broward County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5710,2022-03-25,shot,unknown weapon,46,M,White,Dunnellon,FL,FALSE,attack,unknown,FALSE,-82.526,28.988,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Dunnellon, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5711,2022-03-26,shot,scissors,29,M,White,Indian River County,FL,TRUE,attack,Not fleeing,TRUE,-80.393,27.659,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Indian River County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5712,2022-03-27,shot,gun,82,M,None,Margate,FL,FALSE,attack,unknown,FALSE,-80.221,26.231,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Margate, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5713,2022-03-31,shot,gun,53,M,White,Miami-Dade County,FL,FALSE,other,Not fleeing,FALSE,-80.231,25.89,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Miami-Dade County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5714,2022-04-01,shot,knife,65,M,None,Sarasota,FL,FALSE,other,Not fleeing,FALSE,-82.54,27.33,TRUE,60-65,60-65,55-65,Over 60,60-70,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Sarasota, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5715,2022-04-21,shot,ax,43,M,White,Jacksonville,FL,TRUE,other,unknown,FALSE,-81.761,30.226,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Florida,21569932,21781128,"Jacksonville, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5716,2022-04-27,shot,undetermined,20,M,White,Kissimmee,FL,FALSE,undetermined,unknown,FALSE,-81.471,28.332,TRUE,18-24,15-19,18-24,18-24,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,1,Florida,21569932,21781128,"Kissimmee, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5717,2022-04-27,shot,undetermined,37,M,None,Orange Park,FL,FALSE,other,unknown,FALSE,-81.756,30.148,TRUE,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Florida,21569932,21781128,"Orange Park, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5718,2022-05-07,shot,unknown weapon,25,M,None,Hallandale Beach,FL,FALSE,attack,Foot,TRUE,-80.127,25.986,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Hallandale Beach, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5719,2022-05-10,shot,gun,26,M,Hispanic,Carrollwood,FL,FALSE,other,unknown,FALSE,-82.488,28.061,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Carrollwood, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5720,2022-05-13,shot,undetermined,33,M,None,West Palm Beach,FL,TRUE,attack,Foot,FALSE,-80.06,26.709,TRUE,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Florida,21569932,21781128,"West Palm Beach, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5721,2022-05-15,shot,gun,37,M,None,Hendry County,FL,FALSE,attack,unknown,FALSE,-81.075,26.611,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Hendry County, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5722,2022-05-18,shot,gun,28,M,None,Orlando,FL,FALSE,attack,Not fleeing,TRUE,-81.431,28.56,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Orlando, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5723,2022-05-25,shot,gun,37,M,None,Jasper,FL,FALSE,attack,Foot,FALSE,-82.948,30.518,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Jasper, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5724,2022-05-30,shot,pipe/pole,31,M,None,Cape Coral,FL,TRUE,attack,Not fleeing,TRUE,-82.013,26.648,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Florida,21569932,21781128,"Cape Coral, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5725,2022-05-31,shot,gun,42,M,White,Spring Hill,FL,FALSE,attack,Other,TRUE,-82.602,28.442,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Spring Hill, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
5726,2022-06-03,shot,gun,56,M,White,Lakeland,FL,FALSE,other,Not fleeing,FALSE,-81.908,28.081,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Florida,21569932,21781128,"Lakeland, FL",21538187.0,5697240.0,15048804.0,792143.0,11446733.65,3259181.067,709102.667,258412.417,145883.783,21633.417,730736.084
